Original Name,Cleaned Name,Normalized (OLD),Normalized (NEW),Match OLD,Match NEW,Type OLD,Type NEW,Matched OLD,Matched NEW,Improvement,Partial Match,Custom Similarity Score,Jaro-Winkler Score,Partial Matched Name,Partial Match Type
Moto Cross Simulator (Europe),Moto Cross Simulator,motocrosssimulator,Moto Cross Simulator,0,0,,,,,SAME,1,0.38819444444444445,0.8686202686202686,Moto X Simulator,main
Moto Driver (Loriciels) (France),Moto Driver,motodriver,Moto Driver,0,0,,,,,SAME,1,0.26666666666666666,0.7375,Memorise,main
Motor Massacre (Gremlin Graphics Software),Motor Massacre,motormassacre,Motor Massacre,1,1,main,main,Motor Massacre,Motor Massacre,SAME,0,,,,
Motorbike Madness (Europe),Motorbike Madness,motorbikemadness,Motorbike Madness,1,1,main,main,Motorbike Madness,Motorbike Madness,SAME,0,,,,
Motorcycle 500 (Europe),Motorcycle 500,motorcycle500,Motorcycle 500,1,1,main,main,Motorcycle 500,Motorcycle 500,SAME,0,,,,
Motos (Europe),Motos,motos,Motos,1,1,main,main,Motos,Motos,SAME,0,,,,
Motos (Mastertronic),Motos,motos,Motos,1,1,main,main,Motos,Motos,SAME,0,,,,
Mountain Palace (Europe),Mountain Palace,mountainpalace,Mountain Palace,0,0,,,,,SAME,1,0.34876615746180967,0.9217391304347826,The Mountain Palace Adventure,main
Mountains of Ket (Incentive),Mountains of Ket,mountainsofket,Mountains of Ket,1,1,main,main,Mountains of Ket,Mountains of Ket,SAME,0,,,,
Mountie Mick's Death Ride (Reaktor),Mountie Mick's Death Ride,mountiemicksdeathride,Mountie Mick s Death Ride,1,0,main,,Mountie Mick's Deathride,,WORSE,1,1.0,1.0,Mountie Mick's Deathride,main
Movie (Ocean Software),Movie,movie,Movie,1,1,main,main,Movie,Movie,SAME,0,,,,
Moving Target (Players Premier),Moving Target,movingtarget,Moving Target,1,1,main,main,Moving Target,Moving Target,SAME,0,,,,
Mr. Freeze (Firebird),Mr. Freeze,mrfreeze,Mr Freeze,1,1,main,main,Mr. Freeze,Mr. Freeze,SAME,0,,,,
Mr. Heli (Firebird),Mr. Heli,mrheli,Mr Heli,1,1,main,main,Mr. Heli,Mr. Heli,SAME,0,,,,
Mr. Pingo (Rainbow Arts) (M2),Mr. Pingo,mrpingo,Mr Pingo,1,1,main,main,Mr. Pingo,Mr. Pingo,SAME,0,,,,
Mr Pingo (Rainbow Arts),Mr Pingo,mrpingo,Mr Pingo,1,1,main,main,Mr. Pingo,Mr. Pingo,SAME,0,,,,
Mr Weems and the She Vampires (Piranha),Mr Weems and the She Vampires,mrweemsandtheshevampires,Mr Weems and the She Vampires,0,0,,,,,SAME,1,0.21300813008130082,0.6519607843137255,Meganova: The Weapon,main
Mr. Wong's Loopy Laundry (Amsoft),Mr. Wong's Loopy Laundry,mrwongsloopylaundry,Mr Wong s Loopy Laundry,1,1,main,main,Mr. Wong's Loopy Laundry,Mr. Wong's Loopy Laundry,SAME,0,,,,
Muggins the Spaceman (Firebird),Muggins the Spaceman,mugginsthespaceman,Muggins the Spaceman,1,1,main,main,Muggins the Spaceman,Muggins the Spaceman,SAME,0,,,,
Munch-it (Tynesoft),Munch-it,munchit,Munch it,1,1,main,main,Munch-it,Munch-it,SAME,0,,,,
Mundial De Fútbol (Opera Soft) (Spain),Mundial De Fútbol,mundialdefutbol,Mundial De Fu tbol,1,0,main,,Mundial de Futbol,,WORSE,1,1.0,1.0,Mundial de Futbol,main
"Munsters, The (Again Again)","Munsters, The",munsters,Munsters The,1,0,main,,The Munsters,,WORSE,1,1.0,1.0,The Munsters,main
Murder Off Miami (CRL Group),Murder Off Miami,murderoffmiami,Murder Off Miami,1,0,main,,Murder off Miami,,WORSE,1,1.0,1.0,Murder off Miami,main
Murder on the Atlantic (Cobra Soft),Murder on the Atlantic,murderontheatlantic,Murder on the Atlantic,1,1,main,main,Murder on the Atlantic,Murder on the Atlantic,SAME,0,,,,
Mutan Zone (Opera Soft) (Spain),Mutan Zone,mutanzone,Mutan Zone,1,1,main,main,Mutan Zone,Mutan Zone,SAME,0,,,,
Mutant Fortress (Players Premier),Mutant Fortress,mutantfortress,Mutant Fortress,1,1,main,main,Mutant Fortress,Mutant Fortress,SAME,0,,,,
Mutant Monty (Artic Computing),Mutant Monty,mutantmonty,Mutant Monty,1,1,main,main,Mutant Monty,Mutant Monty,SAME,0,,,,
Mutants (Ocean Software),Mutants,mutants,Mutants,1,1,main,main,Mutants,Mutants,SAME,0,,,,
Mystere De Kikekankoi (Loriciels) (France),Mystere De Kikekankoi,mysteredekikekankoi,Mystere De Kikekankoi,1,0,main,,Le Mystère de Kikekankoi,,WORSE,1,1.0,1.0,Le Mystère de Kikekankoi,main
"Mystery of Arkham Manor, The (Melbourne House)","Mystery of Arkham Manor, The",mysteryofarkhammanor,Mystery of Arkham Manor The,1,0,main,,The Mystery of Arkham Manor,,WORSE,1,1.0,1.0,The Mystery of Arkham Manor,main
Mystery of the Indus Valleys (Alternative Software),Mystery of the Indus Valleys,mysteryoftheindusvalleys,Mystery of the Indus Valleys,0,0,,,,,SAME,1,0.4852836879432624,0.9916666666666667,Mystery of the Indus Valley,main
"Mystery of the Java Star, The (Shards Software)","Mystery of the Java Star, The",mysteryofthejavastar,Mystery of the Java Star The,1,0,main,,Mystery of the Java Star,,WORSE,1,1.0,1.0,Mystery of the Java Star,main
"Mystery of the Nile, The (Zigurat)","Mystery of the Nile, The",mysteryofthenile,Mystery of the Nile The,1,0,main,,Mystery of the Nile,,WORSE,1,1.0,1.0,Mystery of the Nile,main
Mystical (Infogrames),Mystical,mystical,Mystical,1,1,main,main,Mystical,Mystical,SAME,0,,,,
Myth : History in the Making (System 3),Myth : History in the Making,mythhistoryinthemaking,Myth History in the Making,1,1,main,main,Myth: History in the Making,Myth: History in the Making,SAME,0,,,,
Mythos (Opera Soft),Mythos,mythos,Mythos,1,1,main,main,Mythos,Mythos,SAME,0,,,,
N.E.X.O.R. (Design Design Software),N.E.X.O.R.,nexor,N E X O R,1,1,main,main,N.E.X.O.R.,N.E.X.O.R.,SAME,0,,,,
N.O.M.A.D (Ocean Software),N.O.M.A.D,nomad,N O M A D,1,1,main,main,N.O.M.A.D.,N.O.M.A.D.,SAME,0,,,,
Nakamoto (Alpha Omega Software),Nakamoto,nakamoto,Nakamoto,0,0,,,,,SAME,1,0.23333333333333334,0.6805555555555557,Ninja Hamster,main
NARC (Ocean Software),NARC,narc,NARC,1,1,main,main,NARC,NARC,SAME,0,,,,
Narco Police (Dinamic Software),Narco Police,narcopolice,Narco Police,1,1,main,main,Narco Police,Narco Police,SAME,0,,,,
Navy Moves (Dinamic Software),Navy Moves,navymoves,Navy Moves,1,1,main,main,Navy Moves,Navy Moves,SAME,0,,,,
Nebulus (Hewson Consultants),Nebulus,nebulus,Nebulus,1,1,main,main,Nebulus,Nebulus,SAME,0,,,,
Necris Dome (Codemasters Software),Necris Dome,necrisdome,Necris Dome,1,1,main,main,Necris Dome,Necris Dome,SAME,0,,,,
"Necromancien, Le (Ubi Soft) (France)","Necromancien, Le",necromancien,Necromancien Le,1,0,main,,Le Necromancien,,WORSE,1,1.0,1.0,Le Necromancien,main
NEIL Android (Alternative Software),NEIL Android,neilandroid,NEIL Android,1,1,main,main,NEIL Android,NEIL Android,SAME,0,,,,
Nemesis (Konami),Nemesis,nemesis,Nemesis,1,1,main,main,Nemesis,Nemesis,SAME,0,,,,
Nemesis The Warlock (Martech Games),Nemesis The Warlock,nemesisthewarlock,Nemesis The Warlock,1,0,main,,Nemesis the Warlock,,WORSE,1,1.0,1.0,Nemesis the Warlock,main
Nether Earth (Argus Press Software),Nether Earth,netherearth,Nether Earth,1,1,main,main,Nether Earth,Nether Earth,SAME,0,,,,
Netherworld (Hewson),Netherworld,netherworld,Netherworld,1,1,main,main,Netherworld,Netherworld,SAME,0,,,,
"NeverEnding Story, The (Ocean Software)","NeverEnding Story, The",neverendingstory,NeverEnding Story The,1,0,main,,The Neverending Story,,WORSE,1,1.0,1.0,The Neverending Story,main
New York Warriors (Virgin Games),New York Warriors,newyorkwarriors,New York Warriors,1,1,main,main,New York Warriors,New York Warriors,SAME,0,,,,
"New Zealand Story, The (Ocean Software)","New Zealand Story, The",newzealandstory,New Zealand Story The,1,0,main,,The NewZealand Story,,WORSE,1,1.0,1.0,The NewZealand Story,main
N.E.X.U.S. (Nexus),N.E.X.U.S.,nexus,N E X U S,1,0,main,,Nexus,,WORSE,1,1.0,1.0,Nexus,main
Nheredia (ESP Soft) (Spain),Nheredia,nheredia,Nheredia,0,0,,,,,SAME,1,0.28038277511961723,0.654040404040404,Nether Earth,main
Nheredia (ESP Soft),Nheredia,nheredia,Nheredia,0,0,,,,,SAME,1,0.28038277511961723,0.654040404040404,Nether Earth,main
Nibbler (Mosaik Software),Nibbler,nibbler,Nibbler,1,1,main,main,Nibbler,Nibbler,SAME,0,,,,
Nick Faldo Plays the Open (Mind Games),Nick Faldo Plays the Open,nickfaldoplaystheopen,Nick Faldo Plays the Open,1,1,main,main,Nick Faldo Plays the Open,Nick Faldo Plays the Open,SAME,0,,,,
Nigel Mansell's Grand Prix (Martech),Nigel Mansell's Grand Prix,nigelmansellsgrandprix,Nigel Mansell s Grand Prix,1,1,main,main,Nigel Mansell's Grand Prix,Nigel Mansell's Grand Prix,SAME,0,,,,
Nigel Mansell's World Championship (Gremlin Graphics Software),Nigel Mansell's World Championship,nigelmansellsworldchampionship,Nigel Mansell s World Championship,1,1,main,main,Nigel Mansell's World Championship,Nigel Mansell's World Championship,SAME,0,,,,
Night Booster (Cobra Soft) (France),Night Booster,nightbooster,Night Booster,0,0,,,,,SAME,1,0.4726153846153846,0.9846153846153847,Night Boosters,main
Night Breed (Europe),Night Breed,nightbreed,Night Breed,0,0,,,,,SAME,1,0.3163879598662207,0.8830769230769232,Nightmare Maze,main
Nightbreed : The Action Game (Ocean Software),Nightbreed : The Action Game,nightbreedtheactiongame,Nightbreed The Action Game,1,0,main,,Night Breed: The Action Game,,WORSE,1,1.0,1.0,Night Breed: The Action Game,main
Night Gunner (Digital Integration) (M3),Night Gunner,nightgunner,Night Gunner,1,1,main,main,Night Gunner,Night Gunner,SAME,0,,,,
Night Hunter (Ubi Soft) (France),Night Hunter,nighthunter,Night Hunter,1,1,main,main,Night Hunter,Night Hunter,SAME,0,,,,
Night Raider (Gremlin Graphics Software),Night Raider,nightraider,Night Raider,1,1,main,main,Night Raider,Night Raider,SAME,0,,,,
Night Shift (US Gold),Night Shift,nightshift,Night Shift,1,1,main,main,Night Shift,Night Shift,SAME,0,,,,
Nightmare Maze (CDS Software),Nightmare Maze,nightmaremaze,Nightmare Maze,1,1,main,main,Nightmare Maze,Nightmare Maze,SAME,0,,,,
Nightmare Park,Nightmare Park,nightmarepark,Nightmare Park,1,1,main,main,Nightmare Park,Nightmare Park,SAME,0,,,,
Nightshade (Ultimate Play The Game),Nightshade,nightshade,Nightshade,1,1,main,main,Nightshade,Nightshade,SAME,0,,,,
Ninja (Mastertronic),Ninja,ninja,Ninja,0,0,,,,,SAME,1,0.4793233082706767,0.8666666666666666,Ninja (Micro Mag),main
Ninja Carnage (Resistance),Ninja Carnage,ninjacarnage,Ninja Carnage,0,0,,,,,SAME,1,0.3150769230769231,0.9005128205128206,Ninja Massacre,main
Ninja Commando (Zeppelin Games),Ninja Commando,ninjacommando,Ninja Commando,1,1,main,main,Ninja Commando,Ninja Commando,SAME,0,,,,
Ninja Hamster (CRL Group),Ninja Hamster,ninjahamster,Ninja Hamster,1,1,main,main,Ninja Hamster,Ninja Hamster,SAME,0,,,,
Ninja Massacre (Codemasters Software),Ninja Massacre,ninjamassacre,Ninja Massacre,1,1,main,main,Ninja Massacre,Ninja Massacre,SAME,0,,,,
Ninja Master (Firebird),Ninja Master,ninjamaster,Ninja Master,1,1,main,main,Ninja Master,Ninja Master,SAME,0,,,,
Ninja Scooter Simulator (Silverbird),Ninja Scooter Simulator,ninjascootersimulator,Ninja Scooter Simulator,1,1,main,main,Ninja Scooter Simulator,Ninja Scooter Simulator,SAME,0,,,,
Ninja Spirit (Activision),Ninja Spirit,ninjaspirit,Ninja Spirit,1,1,main,main,Ninja Spirit,Ninja Spirit,SAME,0,,,,
"Ninja Warriors, The (Virgin Games)","Ninja Warriors, The",ninjawarriors,Ninja Warriors The,1,0,main,,The Ninja Warriors,,WORSE,1,1.0,1.0,The Ninja Warriors,main
Nita (PD),Nita,nita,Nita,0,0,,,,,SAME,1,0.25142857142857145,0.84,Nightshade,main
No Exit (Coktel Vision),No Exit,noexit,No Exit,1,1,main,main,No Exit,No Exit,SAME,0,,,,
Nocturne (Alpha Omega Software),Nocturne,nocturne,Nocturne,1,1,main,main,Nocturne,Nocturne,SAME,0,,,,
Nodes of Yesod (Odin Computer Graphics),Nodes of Yesod,nodesofyesod,Nodes of Yesod,1,1,main,main,Nodes of Yesod,Nodes of Yesod,SAME,0,,,,
Nonamed (Dinamic Software),Nonamed,nonamed,Nonamed,1,1,main,main,Nonamed,Nonamed,SAME,0,,,,
Nonterraqueous (Mastertronic),Nonterraqueous,nonterraqueous,Nonterraqueous,1,1,main,main,Nonterraqueous,Nonterraqueous,SAME,0,,,,
Soul Of A Robot (Mastertronic),Soul Of A Robot,soulofarobot,Soul Of A Robot,1,0,main,,Soul of a Robot,,WORSE,1,1.0,1.0,Soul of a Robot,main
North & South (Infogrames) (M3),North & South,northsouth,North South,1,1,main,main,North & South,North & South,SAME,0,,,,
NorthStar (Gremlin Graphics Software),NorthStar,northstar,NorthStar,1,0,main,,North Star,,WORSE,1,1.0,1.0,North Star,main
Nosferatu The Vampyre (Piranha) (Bugs),Nosferatu The Vampyre,nosferatuthevampyre,Nosferatu The Vampyre,1,0,main,,Nosferatu the Vampyre,,WORSE,1,1.0,1.0,Nosferatu the Vampyre,main
"Not a Penny More, Not a Penny Less (Domark)","Not a Penny More, Not a Penny Less",notapennymorenotapennyless,Not a Penny More Not a Penny Less,0,0,,,,,SAME,1,0.17384615384615384,0.5213675213675213,Navy Moves,main
Nova ! (Incentive),Nova !,nova,Nova,1,1,main,main,Nova,Nova,SAME,0,,,,
Nuclear Heist (Players),Nuclear Heist,nuclearheist,Nuclear Heist,1,1,main,main,Nuclear Heist,Nuclear Heist,SAME,0,,,,
Number Painter (Europe),Number Painter,numberpainter,Number Painter,1,1,main,main,Number Painter,Number Painter,SAME,0,,,,
Obliterator (Melbourne House),Obliterator,obliterator,Obliterator,1,1,main,main,Obliterator,Obliterator,SAME,0,,,,
Obsidian (Artic Computing),Obsidian,obsidian,Obsidian,1,1,main,main,Obsidian,Obsidian,SAME,0,,,,
Ocean Conqueror (Hewson),Ocean Conqueror,oceanconqueror,Ocean Conqueror,1,1,main,main,Ocean Conqueror,Ocean Conqueror,SAME,0,,,,
Octoplex (Mastertronic),Octoplex,octoplex,Octoplex,1,1,main,main,Octoplex,Octoplex,SAME,0,,,,
"Oeil De Set, L' (Ubi Soft) (France)","Oeil De Set, L'",oeildeset,Oeil De Set L,1,0,main,,L'Oeil de Set,,WORSE,1,1.0,1.0,L'Oeil de Set,main
Off Shore Warrior (Titus),Off Shore Warrior,offshorewarrior,Off Shore Warrior,1,1,main,main,Off Shore Warrior,Off Shore Warrior,SAME,0,,,,
"Official F.A. Cup Football, The (Europe)","Official F.A. Cup Football, The",officialfacupfootball,Official F A Cup Football The,1,0,main,,The Official FA Cup Football,,WORSE,1,1.0,1.0,The Official FA Cup Football,main
"Official Father Christmas Game, The (Alternative Software)","Official Father Christmas Game, The",officialfatherchristmasgame,Official Father Christmas Game The,0,0,,,,,SAME,1,0.4463703703703704,0.9703703703703704,The Official Father Christmas,main
Oh Mummy (Amsoft),Oh Mummy,ohmummy,Oh Mummy,1,1,main,main,Oh Mummy,Oh Mummy,SAME,0,,,,
Oink! (CRL Group),Oink!,oink,Oink,1,1,main,main,Oink!,Oink!,SAME,0,,,,
Olli & Lissa (Firebird Software),Olli & Lissa,ollilissa,Olli Lissa,0,0,,,,,SAME,1,0.4642105263157895,0.98,Olli & Lissa 3,main
Olli & Lissa III : The Candlelight Adventure (Codemasters Software),Olli & Lissa III : The Candlelight Adventure,ollilissa3thecandlelightadventure,Olli Lissa 3 The Candlelight Adventure,0,0,,,,,SAME,1,0.20014094432699084,0.8606060606060606,Olli & Lissa 3,main
Olympiad '86 (Atlantis Software),Olympiad '86,olympiad86,Olympiad 86,1,1,main,main,Olympiad '86,Olympiad '86,SAME,0,,,,
Omega Dimension (Positive) (Spain),Omega Dimension,omegadimension,Omega Dimension,1,1,main,main,Omega Dimension,Omega Dimension,SAME,0,,,,
Omega Planete Invisible (Infogrames) (France),Omega Planete Invisible,omegaplaneteinvisible,Omega Planete Invisible,1,0,main,,Omega: Planète Invisible,,WORSE,1,1.0,1.0,Omega: Planète Invisible,main
Omeyad (Ubi Soft) (France),Omeyad,omeyad,Omeyad,1,1,main,main,Omeyad,Omeyad,SAME,0,,,,
On Cue (Mastertronic),On Cue,oncue,On Cue,1,1,main,main,On Cue,On Cue,SAME,0,,,,
On The Bench (Europe),On The Bench,onthebench,On The Bench,1,0,main,,On the Bench,,WORSE,1,1.0,1.0,On the Bench,main
On The Oché (Artic Computing),On The Oché,ontheoche,On The Oche,1,0,main,,On the Oche,,WORSE,1,1.0,1.0,On the Oche,main
On the Run (Design Design Software),On the Run,ontherun,On the Run,1,1,main,main,On the Run,On the Run,SAME,0,,,,
One (D3M),One,one,One,1,1,main,main,One,One,SAME,0,,,,
One Man and his Droid (Mastertronic),One Man and his Droid,onemanandhisdroid,One Man and his Droid,1,1,main,main,One Man and his Droid,One Man and his Droid,SAME,0,,,,
Operation Alexandra (cpcretrodev.byterealms),Operation Alexandra,operationalexandra,Operation Alexandra,1,1,main,main,Operation Alexandra,Operation Alexandra,SAME,0,,,,
Operation Gunship (Codemasters Software),Operation Gunship,operationgunship,Operation Gunship,1,1,main,main,Operation Gunship,Operation Gunship,SAME,0,,,,
Operation Hanoi (Players Premier),Operation Hanoi,operationhanoi,Operation Hanoi,1,1,main,main,Operation Hanoi,Operation Hanoi,SAME,0,,,,
Operation Hormuz (Again Again),Operation Hormuz,operationhormuz,Operation Hormuz,1,1,main,main,Operation Hormuz,Operation Hormuz,SAME,0,,,,
Operation Thunderbolt (Ocean Software),Operation Thunderbolt,operationthunderbolt,Operation Thunderbolt,1,1,main,main,Operation Thunderbolt,Operation Thunderbolt,SAME,0,,,,
Operation Wolf (Ocean Software),Operation Wolf,operationwolf,Operation Wolf,1,1,main,main,Operation Wolf,Operation Wolf,SAME,0,,,,
Oriental Games (Micro Style),Oriental Games,orientalgames,Oriental Games,1,1,main,main,Oriental Games,Oriental Games,SAME,0,,,,
Orion (Spain),Orion,orion,Orion,0,0,,,,,SAME,1,0.3,0.9,Orion Prime,main
Ormuz (Iber Soft) (Spain),Ormuz,ormuz,Ormuz,1,1,main,main,Ormuz,Ormuz,SAME,0,,,,
Orphée - Le Voyage aux Enfers (Loriciels) (France),Orphée - Le Voyage aux Enfers,orpheelevoyageauxenfers,Orphe e Le Voyage aux Enfers,1,0,main,,Orphée: Le voyage aux Enfers,,WORSE,1,1.0,1.0,Orphée: Le voyage aux Enfers,main
Osprey! (Europe),Osprey!,osprey,Osprey,1,1,main,main,Osprey!,Osprey!,SAME,0,,,,
Out of This World (Ariolasoft),Out of This World,outofthisworld,Out of This World,1,1,main,main,Out of This World,Out of This World,SAME,0,,,,
Out Run (US Gold),Out Run,outrun,Out Run,1,1,main,main,Out Run,Out Run,SAME,0,,,,
Out Run Europa (US Gold),Out Run Europa,outruneuropa,Out Run Europa,1,1,main,main,Out Run Europa,Out Run Europa,SAME,0,,,,
Out Board (Loriciels) (France),Out Board,outboard,Out Board,1,1,main,main,Out Board,Out Board,SAME,0,,,,
Outlaw (Players Premier Software),Outlaw,outlaw,Outlaw,1,1,main,main,Outlaw,Outlaw,SAME,0,,,,
Outlaws (cpcretrodev.byterealms),Outlaws,outlaws,Outlaws,0,0,,,,,SAME,1,0.4483516483516484,0.9714285714285714,Outlaw,main
Overlander (Elite Systems),Overlander,overlander,Overlander,1,1,main,main,Overlander,Overlander,SAME,0,,,,
Oxphar (ERE Informatique) (France),Oxphar,oxphar,Oxphar,1,1,main,main,Oxphar,Oxphar,SAME,0,,,,
P.H.M. Pegasus (Europe),P.H.M. Pegasus,phmpegasus,P H M Pegasus,1,0,main,,PHM Pegasus,,WORSE,1,1.0,1.0,PHM Pegasus,main
P47 Thunderbolt (Firebird Software),P47 Thunderbolt,p47thunderbolt,P47 Thunderbolt,1,0,main,,P-47 Thunderbolt,,WORSE,1,1.0,1.0,P-47 Thunderbolt,main
Pacific (ERE Informatique) (M3),Pacific,pacific,Pacific,1,1,main,main,Pacific,Pacific,SAME,0,,,,
Pac-land (Grandslam),Pac-land,pacland,Pac land,1,0,main,,Pac-Land,,WORSE,1,1.0,1.0,Pac-Land,main
Pac-Man (T and T),Pac-Man,pacman,Pac Man,0,0,,,,,SAME,1,0.4166666666666667,0.9111111111111112,Pakman,main
Pac-Mania (Grandslam Entertainments),Pac-Mania,pacmania,Pac Mania,1,1,main,main,Pac-Mania,Pac-Mania,SAME,0,,,,
"Pacte, Le (Loriciels) (France)","Pacte, Le",pacte,Pacte Le,1,0,main,,Le Pacte,,WORSE,1,1.0,1.0,Le Pacte,main
"Pajaros De Bangkok, Los (Dinamic Software) (Spain)","Pajaros De Bangkok, Los",pajarosdebangkok,Pajaros De Bangkok Los,0,0,,,,,SAME,1,0.20833333333333334,0.5960497835497836,Paste-Man Pat,main
Paladin (Bubblebus Software),Paladin,paladin,Paladin,1,1,main,main,Paladin,Paladin,SAME,0,,,,
Palitron (The Edge Software),Palitron,palitron,Palitron,1,1,main,main,Palitron,Palitron,SAME,0,,,,
Dizzy Panic (Codemasters Software),Dizzy Panic,dizzypanic,Dizzy Panic,1,1,main,main,Dizzy Panic,Dizzy Panic,SAME,0,,,,
Panza Kick Boxing (Loriciels),Panza Kick Boxing,panzakickboxing,Panza Kick Boxing,1,1,main,main,Panza Kick Boxing,Panza Kick Boxing,SAME,0,,,,
Panzadrome (Ariolasoft),Panzadrome,panzadrome,Panzadrome,1,1,main,main,Panzadrome,Panzadrome,SAME,0,,,,
Panzadrome,Panzadrome,panzadrome,Panzadrome,1,1,main,main,Panzadrome,Panzadrome,SAME,0,,,,
Paperboy (Elite Systems),Paperboy,paperboy,Paperboy,1,1,main,main,Paperboy,Paperboy,SAME,0,,,,
Paperboy 2 (Mindscape),Paperboy 2,paperboy2,Paperboy 2,1,1,main,main,Paperboy 2,Paperboy 2,SAME,0,,,,
Para Assault Course (Zeppelin Games),Para Assault Course,paraassaultcourse,Para Assault Course,1,1,main,main,Para Assault Course,Para Assault Course,SAME,0,,,,
Parabola (Firebird),Parabola,parabola,Parabola,1,1,main,main,Parabola,Parabola,SAME,0,,,,
Paragliding Simulation (Loriciels) (France),Paragliding Simulation,paraglidingsimulation,Paragliding Simulation,1,1,main,main,Paragliding Simulation,Paragliding Simulation,SAME,0,,,,
"Paranoia Complex, The (Magic Bytes)","Paranoia Complex, The",paranoiacomplex,Paranoia Complex The,1,0,main,,The Paranoia Complex,,WORSE,1,1.0,1.0,The Paranoia Complex,main
Park Patrol (Firebird),Park Patrol,parkpatrol,Park Patrol,1,1,main,main,Park Patrol,Park Patrol,SAME,0,,,,
"Passager Du Temps, Le (ERE Informatique) (France)","Passager Du Temps, Le",passagerdutemps,Passager Du Temps Le,1,0,main,,Le Passager du Temps,,WORSE,1,1.0,1.0,Le Passager du Temps,main
Passagers du Vent 2 (Infogrames) (France),Passagers du Vent 2,passagersduvent2,Passagers du Vent 2,0,0,,,,,SAME,1,0.35040322580645167,0.9050641025641025,Le Passager du Temps,main
Passengers On The Wind 2 (Infogrames),Passengers On The Wind 2,passengersonthewind2,Passengers On The Wind 2,0,0,,,,,SAME,1,0.48230769230769227,0.99,Passengers on the Wind,main
Passengers On The Wind (Infogrames),Passengers On The Wind,passengersonthewind,Passengers On The Wind,1,0,main,,Passengers on the Wind,,WORSE,1,1.0,1.0,Passengers on the Wind,main
Passing Shot (Image Works),Passing Shot,passingshot,Passing Shot,1,1,main,main,Passing Shot,Passing Shot,SAME,0,,,,
Pasteman Pat (Europe),Pasteman Pat,pastemanpat,Pasteman Pat,1,0,main,,Paste-Man Pat,,WORSE,1,1.0,1.0,Paste-Man Pat,main
"Pawn, The (Rainbird Software)","Pawn, The",pawn,Pawn The,1,0,main,,The Pawn,,WORSE,1,1.0,1.0,The Pawn,main
Paws (Artic Computing),Paws,paws,Paws,1,1,main,main,Paws,Paws,SAME,0,,,,
Pegasus Bridge (Europe),Pegasus Bridge,pegasusbridge,Pegasus Bridge,1,1,main,main,Pegasus Bridge,Pegasus Bridge,SAME,0,,,,
Penalty Soccer (Gamebusters),Penalty Soccer,penaltysoccer,Penalty Soccer,1,1,main,main,Penalty Soccer,Penalty Soccer,SAME,0,,,,
Penggy (Chip) (France),Penggy,penggy,Penggy,0,0,,,,,SAME,1,0.28,0.775,Pang,main
Penguin Attack (Pat Morita Team),Penguin Attack,penguinattack,Penguin Attack,1,1,main,main,Penguin Attack,Penguin Attack,SAME,0,,,,
Penguin Attack,Penguin Attack,penguinattack,Penguin Attack,1,1,main,main,Penguin Attack,Penguin Attack,SAME,0,,,,
Penguins (Amstrad Action),Penguins,penguins,Penguins,1,1,main,main,Penguins,Penguins,SAME,0,,,,
Pépé Béquilles (Softhawk) (France),Pépé Béquilles,pepebequilles,Pe pe Be quilles,1,0,main,,Pepe Bequilles,,WORSE,1,1.0,1.0,Pepe Bequilles,main
Perico Delgado Maillot Amarillo (Topo Soft) (Spain),Perico Delgado Maillot Amarillo,pericodelgadomaillotamarillo,Perico Delgado Maillot Amarillo,1,1,main,main,Perico Delgado: Maillot Amarillo,Perico Delgado: Maillot Amarillo,SAME,0,,,,
Periscope Up (Atlantis Software),Periscope Up,periscopeup,Periscope Up,1,1,main,main,Periscope Up,Periscope Up,SAME,0,,,,
Peter Beardsley's International Football (Grandslam),Peter Beardsley's International Football,peterbeardsleysinternationalfootball,Peter Beardsley s International Football,1,1,main,main,Peter Beardsley's International Football,Peter Beardsley's International Football,SAME,0,,,,
Peter Pack Rat (Silverbird Software),Peter Pack Rat,peterpackrat,Peter Pack Rat,1,1,main,main,Peter Pack Rat,Peter Pack Rat,SAME,0,,,,
Peter Pan (Coktel Vision),Peter Pan,peterpan,Peter Pan,1,1,main,main,Peter Pan,Peter Pan,SAME,0,,,,
Peter Shilton's Handball Maradona (Grandslam),Peter Shilton's Handball Maradona,petershiltonshandballmaradona,Peter Shilton s Handball Maradona,1,1,main,main,Peter Shilton's Handball Maradona!,Peter Shilton's Handball Maradona!,SAME,0,,,,
Peur Sur Amityville (Ubi Soft) (France),Peur Sur Amityville,peursuramityville,Peur Sur Amityville,1,0,main,,Peur sur Amityville,,WORSE,1,1.0,1.0,Peur sur Amityville,main
Phantis (Dinamic Software) (Spain),Phantis,phantis,Phantis,0,0,,,,,SAME,1,0.32857142857142857,0.8285714285714287,Planets,main
Phantom Club (Ocean),Phantom Club,phantomclub,Phantom Club,1,1,main,main,Phantom Club,Phantom Club,SAME,0,,,,
Phantomas 2 (Dinamic Software) (Spain),Phantomas 2,phantomas2,Phantomas 2,0,0,,,,,SAME,1,0.4675324675324675,0.9818181818181818,Phantomas 2.0,main
Phantomas 2.0,Phantomas 2.0,phantomas20,Phantomas 2 0,1,1,main,main,Phantomas 2.0,Phantomas 2.0,SAME,0,,,,
Phantomas 2.0,Phantomas 2.0,phantomas20,Phantomas 2 0,1,1,main,main,Phantomas 2.0,Phantomas 2.0,SAME,0,,,,
